list-id-none,1,1,4,3,71420,23806,0
list-id-none,1,2,4,6,79077,13179,0
list-id-none,1,4,4,12,90813,7567,0
list-id-none,1,8,4,24,97531,4063,0
list-id-none,1,16,4,48,88689,1847,0
list-id-none,4,1,4,12,112374,9364,0
list-id-none,8,1,4,24,175159,7298,0
list-id-none,8,2,4,48,198097,4127,0
list-id-none,8,4,4,96,1361585,14183,0
list-id-none,12,1,4,36,292419,8122,0
list-id-none,12,2,4,72,313737,4357,0
list-id-none,16,1,4,48,391807,8162,0
list-id-none,16,2,4,96,414970,4322,0
list-id-none,16,4,4,192,425068,2213,0
list-id-m,1,10,4,30,74966,2498,161
list-id-s,1,10,4,30,72054,2401,0
list-id-m,1,20,4,60,112406,1873,88
list-id-s,1,20,4,60,86327,1438,0
list-id-m,1,40,4,120,117313,977,66
list-id-s,1,40,4,120,101552,846,0
list-id-m,1,80,4,240,157558,656,73
list-id-s,1,80,4,240,130612,544,0
list-id-m,4,10,4,120,136709,1139,276
list-id-s,4,10,4,120,128865,1073,0
list-id-m,4,20,4,240,213706,890,1081
list-id-s,4,20,4,240,183175,763,0
list-id-m,4,40,4,480,333778,695,1221
list-id-s,4,40,4,480,246269,513,0
list-id-m,4,80,4,960,783277,815,1988
list-id-s,4,80,4,960,544723,567,0
list-id-m,8,10,4,240,247863,1032,1836
list-id-s,8,10,4,240,219743,915,0
list-id-m,8,20,4,480,346703,722,1553
list-id-s,8,20,4,480,241705,503,0
list-id-m,8,40,4,960,720329,750,3652
list-id-s,8,40,4,960,497448,518,0
list-id-m,8,80,4,1920,1607864,837,5663
list-id-s,8,80,4,1920,1431471,745,0
list-id-m,12,10,4,360,353701,982,149
list-id-s,12,10,4,360,321663,893,0
list-id-m,12,20,4,720,529009,734,3728
list-id-s,12,20,4,720,327037,454,0
list-id-m,12,40,4,1440,1226366,851,8633
list-id-s,12,40,4,1440,999375,694,0
list-id-m,12,80,4,2880,2641878,917,11031
list-id-s,12,80,4,2880,2433899,845,0
list-id-m,16,10,4,480,405120,844,928
list-id-s,16,10,4,480,419688,874,0
list-id-m,16,20,4,960,665624,693,5090
list-id-s,16,20,4,960,480083,500,0
list-id-m,16,40,4,1920,1619553,843,12279
list-id-s,16,40,4,1920,1375098,716,0
list-id-m,16,80,4,3840,3575124,931,15585
list-id-s,16,80,4,3840,3941889,1026,0
list-none-s,1,1000,1,3000,2656751,885,0
list-none-m,1,1000,1,3000,2830458,943,48
list-none-s,1,1000,4,3000,809212,269,0
list-none-m,1,1000,4,3000,1012584,337,48
list-none-s,1,1000,8,3000,495199,165,0
list-none-m,1,1000,8,3000,668933,222,48
list-none-s,1,1000,16,3000,291843,97,0
list-none-m,1,1000,16,3000,527216,175,48
list-none-s,2,1000,1,6000,13681018,2280,0
list-none-m,2,1000,1,6000,16896781,2816,4219
list-none-s,2,1000,4,6000,4146347,691,0
list-none-m,2,1000,4,6000,8845010,1474,1261
list-none-s,2,1000,8,6000,5437145,906,0
list-none-m,2,1000,8,6000,5690910,948,686
list-none-s,2,1000,16,6000,2809127,468,0
list-none-m,2,1000,16,6000,3504880,584,370
list-none-s,4,1000,1,12000,73192803,6099,0
list-none-m,4,1000,1,12000,71638891,5969,25568
list-none-s,4,1000,4,12000,25852368,2154,0
list-none-m,4,1000,4,12000,18602193,1550,4490
list-none-s,4,1000,8,12000,11781918,981,0
list-none-m,4,1000,8,12000,9741276,811,1713
list-none-s,4,1000,16,12000,6428817,535,0
list-none-m,4,1000,16,12000,5713373,476,823
list-none-s,8,1000,1,24000,251187800,10466,0
list-none-m,8,1000,1,24000,292135899,12172,118998
list-none-s,8,1000,4,24000,47125616,1963,0
list-none-m,8,1000,4,24000,43400914,1808,14338
list-none-s,8,1000,8,24000,19420602,809,0
list-none-m,8,1000,8,24000,18921926,788,4884
list-none-s,8,1000,16,24000,8610570,358,0
list-none-m,8,1000,16,24000,9388875,391,1846
list-none-s,12,1000,1,36000,619097473,17197,0
list-none-m,12,1000,1,36000,692892935,19247,271550
list-none-s,12,1000,4,36000,84340931,2342,0
list-none-m,12,1000,4,36000,99500943,2763,36914
list-none-s,12,1000,8,36000,29304982,814,0
list-none-m,12,1000,8,36000,37843849,1051,11241
list-none-s,12,1000,16,36000,11557884,321,0
list-none-m,12,1000,16,36000,19740428,548,4372
